ulasan,stopword_removed,processed_text,stemming_data
game ampas. woiii knp servernya lemot ini.. sebelum jam 12 malam woii kalo mau restart di umumin dong jangan seenaknya saja. servernya di perbaiki server ampas ini bener bener masa game besar server ampas kayak gini gak bisa jalan sama sekali haduh parah nie servernya. .,game ampas woiii knp servernya lemot sebelum jam malam woii kalo mau restart umumin dong jangan seenaknya servernya perbaiki server ampas bener bener masa game besar server ampas kayak gini gak jalan sama sekali haduh parah nie servernya,game ampas woiii knp servernya lot belum jam malam woii kalo mau restart umumin dong jangan enak servernya baik server ampas bener bener masa game besar server ampas kayak gin gak jalan sama sekali haduh parah nie servernya,game ampas woiii knp servernya lot belum jam malam woii kalo mau restart umumin dong jangan enak servernya baik server ampas bener bener masa game besar server ampas kayak gin gak jalan sama sekali haduh parah nie servernya
"makin aneh, kalau update itu gausah nambah nambahin fitur fitur gajelas yang bikin game makin berat, terutama di lore nya, banyak banget yang di ubah, couple hayabusa sama Kagura malah di ganti jadi hayabusa dan Hanabi, apa apaan? gajelas banget moonton",makin aneh kalau update gausah nambah nambahin fitur fitur gajelas bikin game makin berat terutama lore nya banyak banget ubah couple hayabusa sama kagura malah di ganti jadi hayabusa hanabi apa apaan gajelas banget moonton,makin aneh kalau update gausah nambah nambahin fitur fitur gajelas bikin game makin berat utama lore nya banyak banget ubah couple hayabusa sama kagura malah di ganti jadi hayabusa hanabi apa apa gajelas banget moonton,makin aneh kalau update gausah nambah nambahin fitur fitur gajelas bikin game makin berat utama lore nya banyak banget ubah couple hayabusa sama kagura malah di ganti jadi hayabusa hanabi apa apa gajelas banget moonton
"Game tambah berat, jaringan sering tidak stabil, matchmaching juga patah patah padahal divice saya sudah oke, sejak update patch baru kerusakan sering terjadi seperti ngefreez saat masuk ke game, keluar saat saya melihat- lihat quest di event. saya harap developer dapat menangani kerusakan yang terjadi sekarang. mobile legends sudah tidak seru jika seperti ini terus.",game tambah berat jaringan sering stabil matchmaching patah patah padahal divice oke sejak update patch baru kerusakan sering terjadi ngefreez masuk game keluar melihat lihat quest event saya harap developer menangani kerusakan terjadi sekarang mobile legends sudah tidak seru seperti terus,game tambah berat jaring sering stabil matchmaching patah patah padahal divice oke sejak update patch baru rusa sering jadi ngefreez masuk game keluar lihat lihat quest event saya harap developer tangan rusa jadi sekarang mobile legends sudah tidak seru seperti terus,game tambah berat jaring sering stabil matchmaching patah patah padahal divice oke sejak update patch baru rusa sering jadi ngefreez masuk game keluar lihat lihat quest event saya harap developer tangan rusa jadi sekarang mobile legends sudah tidak seru seperti terus
tim ga seimbang mekanik tim yang aneh mulu & dikasih sinyal yang jelek mulu bikin game makin susah sama ngeselin banget kalah mulu bikin stres banget ditambah lagi kalo pake pulsa tiba tiba suruh hubungkan apa hubungannya sinyal sama pulsa sinyal buruk game ngeleg mulu,tim ga seimbang mekanik tim aneh mulu dikasih sinyal jelek mulu bikin game makin susah sama ngeselin banget kalah mulu bikin stres banget ditambah kalo pake pulsa tiba tiba suruh hubungkan apa hubungannya sinyal sama pulsa sinyal buruk game ngeleg mulu,tim ga imbang mekanik tim aneh mulu kasih sinyal jelek mulu bikin game makin susah sama ngeselin banget kalah mulu bikin stres banget tambah kalo pake pulsa tiba tiba suruh hubung apa hubung sinyal sama pulsa sinyal buruk game ngeleg mulu,tim ga imbang mekanik tim aneh mulu kasih sinyal jelek mulu bikin game makin susah sama ngeselin banget kalah mulu bikin stres banget tambah kalo pake pulsa tiba tiba suruh hubung apa hubung sinyal sama pulsa sinyal buruk game ngeleg mulu
"game nggak enak sangat susah untuk naik rank, sekali menang di kasih kalah terus Ampe kita stres karna di kasih kalah trs, trs satu tim nya pun di kasih dark sistem terus, bikin emosi trs Ama di kasih musuh yang lebih jago apa lagi selalu di kasih musuh partian gw sebagai player solo sangat emosi karna moonton kek seolah sengaja di seting seperti itu agak kita emosi kek di bikin emosi ajh terus Ama moonton, lama"" jdi agak males main ni game ☹️",game enak sangat susah naik rank sekali menang kasih kalah terus ampe stres karna kasih kalah trs trs satu tim nya kasih dark sistem terus bikin emosi trs ama kasih musuh lebih jago apa selalu kasih musuh partian gw player solo sangat emosi karna moonton kek sengaja seting itu kita emosi kek di bikin emosi ajh terus ama moonton lama jdi males main ni game,game enak sangat susah naik rank sekali menang kasih kalah terus ampe stres karna kasih kalah trs trs satu tim nya kasih dark sistem terus bikin emosi trs ama kasih musuh lebih jago apa selalu kasih musuh partian gw player solo sangat emosi karna moonton kek sengaja ting itu kita emosi kek di bikin emosi ajh terus ama moonton lama jdi males main ni game,game enak sangat susah naik rank sekali menang kasih kalah terus ampe stres karna kasih kalah trs trs satu tim nya kasih dark sistem terus bikin emosi trs ama kasih musuh lebih jago apa selalu kasih musuh partian gw player solo sangat emosi karna moonton kek sengaja ting itu kita emosi kek di bikin emosi ajh terus ama moonton lama jdi males main ni game
"kenapa ketika rank masih gm atau epik tim nya gak ngerti main ada yang mati Mulu ada yang retri nya gak pas tolong moonton jika ada player yang seperti itu di hilang kan saja atau tidak di perbolehkan bermain rank sebelum main nya jago, pemain yang seperti itu sangat merugikan player yang ingin push rank",ketika rank gm epik tim nya gak ngerti main mati mulu retri nya gak pas moonton ada player seperti di hilang kan atau di perbolehkan bermain rank main nya jago pemain yang seperti sangat merugikan player yang ingin push rank,ketika rank gm epik tim nya gak ngerti main mati mulu retri nya gak pas moonton ada player seperti di hilang kan atau di boleh main rank main nya jago main yang seperti sangat rugi player yang ingin push rank,ketika rank gm epik tim nya gak ngerti main mati mulu retri nya gak pas moonton ada player seperti di hilang kan atau di boleh main rank main nya jago main yang seperti sangat rugi player yang ingin push rank
"saya tidak suka saat saya login menggunakan akun moonton untuk pindah akun lain email saya sudah benar dan juga passwor tapi tombol login itu tidak berwarna bahkan saya menghubungi cs anda tapi kalian menjawab akan mencoba memperbaikinya, mana padahal itu akun kesayangan ku",tidak suka login menggunakan akun moonton pindah akun email sudah benar juga passwor tombol login tidak berwarna bahkan saya menghubungi cs tapi kalian menjawab mencoba memperbaikinya mana padahal akun kesayangan ku,tidak suka login guna akun moonton pindah akun email sudah benar juga passwor tombol login tidak warna bahkan saya hubung cs tapi kalian jawab coba baik mana padahal akun sayang ku,tidak suka login guna akun moonton pindah akun email sudah benar juga passwor tombol login tidak warna bahkan saya hubung cs tapi kalian jawab coba baik mana padahal akun sayang ku
"Untuk yang merasa keseimbangan match making ga adil kalian bisa main HOK, percuma main kalo di kasih perbedaan tim bagaikan langit dan bumi. musuh mantan imortal tim mantan legend, gimana mau imbang. perbaiki dulu nilai 5 untuk mu.",yang merasa keseimbangan match making ga adil kalian main hok percuma main kalo kasih perbedaan tim bagaikan langit bumi musuh mantan imortal tim mantan legend gimana mau imbang perbaiki dulu nilai mu,yang rasa imbang match making ga adil kalian main hok percuma main kalo kasih beda tim bagai langit bumi musuh mantan imortal tim mantan legend gimana mau imbang baik dulu nilai mu,yang rasa imbang match making ga adil kalian main hok percuma main kalo kasih beda tim bagai langit bumi musuh mantan imortal tim mantan legend gimana mau imbang baik dulu nilai mu
"gamenya sudah bagus tapi tolong klo maen solo ketemu musuhnya juga harus solo ini ketemunya yang partyan mlu, apalah kena mute padahal cuma ngetik ""minta ajarin sm fny"" gjls bintang satu ls terus capekdan juga perbaiki untuk masalah jaringan padahal data saya bagus² saja terus tiba lag lag dan maju maju sendiri apalah nih game, ngeleg mulu anying updatean terbaru",gamenya bagus tolong klo maen solo ketemu musuhnya harus solo ketemunya partyan mlu apalah kena mute padahal cuma ngetik minta ajarin sm fny gjls bintang satu ls terus capekdan perbaiki masalah jaringan padahal data bagus terus tiba lag lag maju maju sendiri apalah nih game ngeleg mulu anying updatean terbaru,gamenya bagus tolong klo maen solo ketemu musuh harus solo ketemu partyan mlu apa kena mute padahal cuma ngetik minta ajarin sm fny gjls bintang satu ls terus capekdan baik masalah jaring padahal data bagus terus tiba lag lag maju maju sendiri apa nih game ngeleg mulu anying updatean baru,gamenya bagus tolong klo maen solo ketemu musuh harus solo ketemu partyan mlu apa kena mute padahal cuma ngetik minta ajarin sm fny gjls bintang satu ls terus capekdan baik masalah jaring padahal data bagus terus tiba lag lag maju maju sendiri apa nih game ngeleg mulu anying updatean baru
"Perbaiki JARINGAN nya, jelek bangett.. giliran war pada lag, giliran udah mati malah lancar, pdhal pake wifi + data!!! GAME RUSAK!",perbaiki jaringan nya jelek bangett giliran war lag giliran udah mati malah lancar pdhal pake wifi data game rusak,baik jaring nya jelek bangett gilir war lag gilir udah mati malah lancar pdhal pake wifi data game rusak,baik jaring nya jelek bangett gilir war lag gilir udah mati malah lancar pdhal pake wifi data game rusak
"banyak bug, leg jaringan yang tidak jelas. jaringan bagus Season ini dengan naik turun mythic 4 x dan baru kali ini saya merasakan nyaa .. dengan game memberikan team solo yang sangat tidak jelas.. untuk nickname saya Lumiere​᭄এ😊 sekian Terimakasih",banyak bug leg jaringan jelas jaringan bagus season naik turun mythic x baru kali merasakan nyaa dengan game memberikan team solo sangat tidak jelas nickname saya lumiere sekian terimakasih,banyak bug leg jaring jelas jaring bagus season naik turun mythic x baru kali rasa nyaa dengan game beri team solo sangat tidak jelas nickname saya lumiere sekian terimakasih,banyak bug leg jaring jelas jaring bagus season naik turun mythic x baru kali rasa nyaa dengan game beri team solo sangat tidak jelas nickname saya lumiere sekian terimakasih
"Tolong dong kalau mau nambahin Hero baru jangan bentukan manusia terus kesannya kayak bosen aja gitu dengan konsepnya moba fantasi, kedepannya tolong tambah hero yang berbentuk selain manusia dongg seperti monster, atau robot mungkin.",dong kalau mau nambahin hero baru jangan bentukan manusia terus kesannya kayak bosen aja gitu konsepnya moba fantasi kedepannya tambah hero berbentuk manusia dongg monster robot mungkin,dong kalau mau nambahin hero baru jangan bentuk manusia terus kesan kayak bosen aja gitu konsep moba fantasi depan tambah hero bentuk manusia dongg monster robot mungkin,dong kalau mau nambahin hero baru jangan bentuk manusia terus kesan kayak bosen aja gitu konsep moba fantasi depan tambah hero bentuk manusia dongg monster robot mungkin
"kau buat game ngotak laa, main random publik ga sesuai sama musuh, tim kau kasi spek hewan, gabisa kau filter yang mana yang bisa main sama yang dongo ppk. mikirin skin cepat, mikirin player gada samsek makin aneh ni game",kau buat game ngotak laa main random publik ga sesuai sama musuh tim kau kasi spek hewan gabisa kau filter mana bisa main sama dongo ppk mikirin skin cepat mikirin player gada samsek makin aneh ni game,kau buat game ngotak laa main random publik ga sesuai sama musuh tim kau kasi spek hewan gabisa kau filter mana bisa main sama dongo ppk mikirin skin cepat mikirin player gada samsek makin aneh ni game,kau buat game ngotak laa main random publik ga sesuai sama musuh tim kau kasi spek hewan gabisa kau filter mana bisa main sama dongo ppk mikirin skin cepat mikirin player gada samsek makin aneh ni game
"woy developer klo mau buat event atau gk update, bnerin dlu server lu tlol. setiap ada event atau gk update patch terbru pasti ada aja kendalanya kyk sinyal sering naik turun, sering relog sndri, yang terakhir sinyal internet udah bagus tapi pas ingame atau war malah langsung lag. SEKALI2 DENGERIN PLAYER LU MONTOD",woy developer klo mau buat event gk update bnerin dlu server lu tlol ada event gk update patch terbru ada aja kendalanya kyk sinyal sering naik turun sering relog sndri terakhir sinyal internet udah bagus pas ingame war malah langsung lag sekali dengerin player lu montod,woy developer klo mau buat event gk update bnerin dlu server lu tlol ada event gk update patch terbru ada aja kendala kyk sinyal sering naik turun sering relog sndri akhir sinyal internet udah bagus pas ingame war malah langsung lag sekali dengerin player lu montod,woy developer klo mau buat event gk update bnerin dlu server lu tlol ada event gk update patch terbru ada aja kendala kyk sinyal sering naik turun sering relog sndri akhir sinyal internet udah bagus pas ingame war malah langsung lag sekali dengerin player lu montod
"GAME GJ udah jaringan lag GAME BUAT ORANG STRES BUAT MAKIN GILA!!! tim kita bot buanget musuh nya jago nggak ADIL!!! udah jaringannya lag buangett tolong diperbaiki sistem nya, MENDING HAPUS AJA GAME INI!!!, kalo nggak mau dihapus perbaiki jaringannya montoon aku stres montoon gara gara KAU!!!",game gj udah jaringan lag game buat orang stres buat makin gila tim bot buanget musuh nya jago adil udah jaringannya lag buangett diperbaiki sistem nya mending hapus aja game kalo mau dihapus perbaiki jaringannya montoon aku stres montoon gara gara kau,game gj udah jaring lag game buat orang stres buat makin gila tim bot buanget musuh nya jago adil udah jaring lag buangett baik sistem nya mending hapus aja game kalo mau hapus baik jaring montoon aku stres montoon gara gara kau,game gj udah jaring lag game buat orang stres buat makin gila tim bot buanget musuh nya jago adil udah jaring lag buangett baik sistem nya mending hapus aja game kalo mau hapus baik jaring montoon aku stres montoon gara gara kau
